Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.1292900905652235,2021-06-03 07:00:00+00:00,38634.09,4.99500499500482,2021-06-04 11:00:00+00:00,36585.66,4.7301632947884755,-274.566868506313,-0.054968287074963866,Long,Closed,0
1,0,0.14354730368154253,2021-06-09 00:00:00+00:00,32886.11,4.720712419074516,2021-06-12 01:00:00+00:00,36228.43,5.200493443115506,469.85981817870345,0.09953154872984377,Long,Closed,1
2,0,0.1453307159433195,2021-06-13 00:00:00+00:00,35712.36,5.1901028468246295,2021-06-18 00:00:00+00:00,37675.5,5.475407388522535,274.6390314616218,0.052915913146037157,Long,Closed,2
3,0,0.15656306750317575,2021-06-29 00:00:00+00:00,34902.66,5.464467513619638,2021-07-01 06:00:00+00:00,33511.24,5.246622530235123,-228.55607342912396,-0.0418258637020788,Long,Closed,3
4,0,0.15177225517049434,2021-07-04 00:00:00+00:00,34499.98,5.236139767936038,2021-07-05 11:00:00+00:00,33379.96,5.066151806700894,-180.2902528106952,-0.034431902279363685,Long,Closed,4
5,0,0.14994161105234385,2021-07-11 00:00:00+00:00,33719.99,5.05602962526882,2021-07-12 16:00:00+00:00,33151.32,4.970762329311788,-95.29408791171701,-0.018847612647571944,Long,Closed,5
6,0,0.1532791056007714,2021-07-23 00:00:00+00:00,32364.69,4.960830736245953,2021-07-26 01:00:00+00:00,38313.4,5.872643684524595,900.9794738575946,0.1816186686787361,Long,Closed,6
7,0,0.14731708700084262,2021-07-29 22:00:00+00:00,39784.32,5.860910130708362,2021-07-30 08:00:00+00:00,38723.01,5.7045610331045,-167.91456876867713,-0.028649913584044995,Long,Closed,7
8,0,0.1463192075078036,2021-07-30 16:00:00+00:00,38909.2,5.6931633087624505,2021-07-31 05:00:00+00:00,41684.02,6.099172772139435,394.2171272959021,0.06924395207303168,Long,Closed,8
9,0,0.1335305023156645,2021-08-10 23:00:00+00:00,45584.99,6.086986612754117,2021-08-21 16:00:00+00:00,49480.11,6.607103942934334,507.42323962410325,0.08336197726488496,Long,Closed,9
10,0,0.13892315767790012,2021-08-25 10:00:00+00:00,47464.39,6.593902936054292,2021-08-28 08:00:00+00:00,48914.96,6.795420700888177,188.12844119588928,0.02853066583179535,Long,Closed,10
11,0,0.13683910978576658,2021-08-29 00:00:00+00:00,49560.71,6.781843436750023,2021-08-30 03:00:00+00:00,47964.04,6.5633565353289,-231.83210139371906,-0.034184230815095216,Long,Closed,11
12,0,0.13004876619782113,2021-09-05 16:00:00+00:00,50367.59,6.550242935856659,2021-09-07 14:00:00+00:00,47374.1,6.160943254732198,-402.0108673161041,-0.06137342862741675,Long,Closed,12
13,0,0.1303917558362676,2021-09-15 00:00:00+00:00,47155.08,6.148633677798898,2021-09-17 20:00:00+00:00,46970.96,6.124625947715092,-36.280989710088164,-0.005900658847360635,Long,Closed,13
14,0,0.12900174227451866,2021-09-18 00:00:00+00:00,47382.22,6.11238893283371,2021-09-20 02:00:00+00:00,45938.37,5.9261297672514806,-198.29768428314898,-0.03244192842800514,Long,Closed,14
15,0,0.13535552655932953,2021-10-01 00:00:00+00:00,43694.48,5.914289348135753,2021-10-01 10:00:00+00:00,47081.46,6.372735809482011,446.1594361882999,0.07543753947867099,Long,Closed,15
16,0,0.13251044395565004,2021-10-02 20:00:00+00:00,47996.24,6.360003070601124,2021-10-06 13:00:00+00:00,53997.0,7.155166442273234,781.6482021584325,0.12290060138044165,Long,Closed,16
17,0,0.13005801456628002,2021-10-10 00:00:00+00:00,54905.27,7.140870405424721,2021-10-14 16:00:00+00:00,57113.48,7.428065813770943,272.6264721262109,0.03817832514073816,Long,Closed,17
18,0,0.1155118998496153,2021-10-19 19:00:00+00:00,64177.15,7.4132245234332,2021-10-21 00:00:00+00:00,65622.05,7.580127667526448,151.90979190174957,0.020491729533019233,Long,Closed,18
19,0,0.12823371436211795,2021-10-28 07:00:00+00:00,58993.71,7.564982557300937,2021-10-28 18:00:00+00:00,60126.36,7.710226473873874,129.9687075410787,0.017180304985057054,Long,Closed,19
20,0,0.1251556581506367,2021-10-30 04:00:00+00:00,61482.01,7.694821425972805,2021-11-01 03:00:00+00:00,59922.98,7.499700000247441,-210.31594715280673,-0.027332141385748205,Long,Closed,20
21,0,0.12281316306306735,2021-11-02 00:00:00+00:00,60943.92,7.484715584661899,2021-11-04 11:00:00+00:00,61447.22,7.5465274496321735,46.780621935348485,0.00625015358381954,Long,Closed,21
22,0,0.11551304643926837,2021-11-08 03:00:00+00:00,65199.99,7.531449472709028,2021-11-10 21:00:00+00:00,64251.23,7.421855314770113,-124.54746272719862,-0.016536984438187588,Long,Closed,22
23,0,0.1148587745002075,2021-11-12 07:00:00+00:00,64488.12,7.407026433021201,2021-11-16 00:00:00+00:00,62540.03,7.183271203006212,-238.34552765213704,-0.03217830121268837,Long,Closed,23
24,0,0.14845556042224925,2021-12-23 00:00:00+00:00,48290.0,7.1689190127899565,2021-12-28 04:00:00+00:00,49054.47,7.282408835066414,99.03849442814025,0.013814983019258672,Long,Closed,24
25,0,0.19547485115633598,2022-02-04 00:00:00+00:00,37180.53,7.267858567663097,2022-02-05 08:00:00+00:00,41436.23,8.099740891729704,816.5147246066276,0.11234598430953002,Long,Closed,25
26,0,0.1833948598813978,2022-02-09 16:00:00+00:00,44077.34,8.083557593244223,2022-02-11 01:00:00+00:00,43169.78,7.917115754210769,-182.4425123814156,-0.02256958155823362,Long,Closed,26
27,0,0.18614141647593316,2022-02-12 01:00:00+00:00,42447.82,7.901297341114514,2022-02-17 08:00:00+00:00,43468.21,8.091234181073322,173.9443084356892,0.022014651635820233,Long,Closed,27
28,0,0.2149095079961164,2022-02-28 00:00:00+00:00,37574.27,8.07506787901275,2022-02-28 09:00:00+00:00,38105.83,8.189305177083654,97.97292501432032,0.012132767981919739,Long,Closed,28
29,0,0.20865408441952482,2022-03-16 00:00:00+00:00,39169.82,8.172942928977136,2022-03-16 03:00:00+00:00,39160.0,8.170893945868592,-18.39281998384562,-0.0022504525167590396,Long,Closed,29
